aau_name;kilde;artikel_id;url;UDD5;UDD5tx;Titel;Educational_Category;displaydocclass;kaldenavn;instpostdistriktconcat;instbelkomconcat;hovedinst;hovedinsttx;instpostnr;instpostdistrikt;instkommunetx;instkommune;insttx;inst;timetal_WithFewStudents;timetal_WithManyStudents;timetal_PerStudent;timetal_statusaar;uddaktivitet_undervisning_pct;uddaktivitet_praktik_pct;uddaktivitet_opgaver_pct;uddaktivitet_udlandsophold_pct;uddaktivitet_statusaar;forskerdaekning_VipLessons_pct;forskerdaekning_DVipLessons_pct;forskerdaekning_OtherLessons_pct;forskerdaekning_statusaar;maanedloenp25_nyudd;maanedloen_nyudd;maanedloenp75_nyudd;maanedloen_nyudd_n;maanedloen_nyudd_statusaar;ledighed_nyudd;ledighed_nyudd_statusaar;ledighed_nyudd_n;studietid;studietidtx;studietid_n;studietid_statusaar;afbrud;afbrud_statusaar;afbrud_n;branchetxt1;branchetxt2;branchetxt3;branchetxt4;branchepct1;branchepct2;branchepct3;branchepct4;offt_privat;branche_statusaar;branche_n;maanedloenp25_10aar;maanedloen_10aar;maanedloenp75_10aar;maanedloen_10aar_n;maanedloen_10aar_statusaar;ledighed_10aar;ledighed_10aar_statusaar;ledighed_10aar_n;ivaerksaetteri;ivaerksaetteri_statusaar;ivaerksaetteri_n;arbejdsform_andet_pct;arbejdsform_andet_pct2;arbejdsform_faste_aften_nat_pct;arbejdsform_fastedagtimer_pct;arbejdsform_fleksible_pct;arbejdsform_skiftende_pct;arbejdsform_tilretteselv_pct;arbejdsform_n;arbejdsform_statusaar;arbejdstid_timer;arbejdstid_n;arbejdstid_statusaar;dimbesvarelser_antal;dimbesvarelser_pct;fagligmiljo_likert;fagligmiljo_n;fagligmiljo_statusaar;fagligtmotivation_likert;fagligtmotivation_n;fagligtmotivation_statusaar;foerstejob1pct;foerstejob2pct;foerstejob3pct;foerstejob4pct;foerstejob1tx;foerstejob2tx;foerstejob3tx;foerstejob4tx;foerstejob_n;foerstejob_statusaar;jobskabende_p1;jobskabende_p2;jobskabende_p3;jobskabende_p4;jobskabende_p5;jobskabende_n;jobskabende_statusaar;kompetencerudd_p1;kompetencerudd_p2;kompetencerudd_p3;kompetencerudd_p4;kompetencerudd_p5;kompetencerudd_n;kompetencerudd_statusaar;kvalitet_likert;kvalitet_n;kvalitet_statusaar;medstuderende_likert;medstuderende_n;medstuderende_statusaar;relevans_overens_udd_job_likert;relevans_overens_udd_job_n;rel_over_udd_job_statusaar;ruster_til_job_likert;ruster_til_job_n;ruster_til_job_statusaar;socialtmiljo_likert;socialtmiljo_n;socialtmiljo_statusaar;socialtmotivation_likert;socialtmotivation_n;socialtmotivation_statusaar;studbesvarelser_antal;studbesvarelser_pct;tidsforbrug_frivilligtxt;tidsforbrug_selvstudiumtxt;tidsforbrug_studiejobtxt;tidsforbrug_undervisningtxt;tidsforbrug_n;tidsforbrug_statusaar;udbytte_undervisning_likert;udbytte_undervisning_n;udb_undervisning_statusaar;udlandet_dk25_pct;udlandet_dk_pct;udlandet_udlandet_pct;udlandet_n;udlandet_statusaar;undervisere_engagerede_likert;undervisere_engagerede_n;und_engagerede_statusaar;undervisere_faglighed_likert;undervisere_faglighed_n;und_faglighed_statusaar;undervisere_feedback_likert;undervisere_feedback_n;und_feedback_statusaar;undervisere_formidling_likert;undervisere_formidling_n;und_formidling_statusaar;undervisere_kontakt_likert;undervisere_kontakt_n;und_kontakt_statusaar;undervisningsform_p1;undervisningsform_p2;undervisningsform_p3;undervisningsform_p4;undervisningsform_p5;undervisningsform_n;undervisningsform_statusaar
Kemiteknologi;bach_tek;udb2-civkemitek;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/kemi-og-teknologi;81400,7922;"Kemi og teknologi,ing.bach.; Kemiteknologi, ing.bach.";Kemi og teknologi;Universitetsuddannelser;Bacheloruddannelse;Teknisk videnskab (civilingeniør) i kemiteknologi;Aalborg,Kgs. Lyngby,Kgs. Lyngby,Aarhus C;851,173,173,751;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;86,67;69,33;30,33;E2015/F2016;91,67;0;8,33;0;E2015/F2016;93,87;5,08;1,05;E2015/F2016;;;;;Ingen data;;Ingen data;;;;;Ingen data;0;2013-2015;44;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;4,07;27;2016/2017;3,74;27;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;4;25;2016/2017;3,42;26;2016/2017;;;Ingen data;;;Ingen data;3,93;27;2016/2017;4,04;27;2016/2017;29;37;2;32;3;27;25;2016/2017;3,92;26;2016/2017;;;;;Ingen data;4,15;27;2016/2017;4,44;27;2016/2017;3,85;26;2016/2017;3,81;27;2016/2017;4,15;27;2016/2017;Projektarbejde;Gruppearbejde;Forelæsninger;Øvelsestimer;Selvstudie;23;2016/2017
Kommunikation og digitale medier;bach_hum;udb2-humhuminformatik;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/kommunikation-og-digitale-medier;65360,3335;"Humanistisk Informatik,bach.; Kommunikation og digitale medier, bach.";Kommunikation og digitale medier;Universitetsuddannelser;Bacheloruddannelse;humanistisk informatik;Aalborg,København SV;851,101;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;0;171,17;27,67;E2015/F2016;91,67;0;8,33;0;E2015/F2016;98,27;1,73;0;E2015/F2016;;;;;Ingen data;;Ingen data;;3;2 år og 9 måneder;682;2013-2015;13;2013-2015;924;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;4,02;56;2016/2017;3,95;56;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;4,08;53;2016/2017;3,44;55;2016/2017;;;Ingen data;;;Ingen data;4,09;56;2016/2017;4;56;2016/2017;70;27;4;33;8;33;53;2016/2017;3,6;55;2016/2017;;;;;Ingen data;4,09;55;2016/2017;4,18;55;2016/2017;3,31;54;2016/2017;3,49;55;2016/2017;4;55;2016/2017;Projektarbejde;Forelæsninger;Selvstudie;Gruppearbejde;Faglig vejledning fra din underviser;48;2016/2017
Kommunikation og digitale medier;bach_hum;udb2-humhuminformatik;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/kommunikation-og-digitale-medier;65360,3335;"Humanistisk Informatik,bach.; Kommunikation og digitale medier, bach.";Kommunikation og digitale medier;Universitetsuddannelser;Bacheloruddannelse;humanistisk informatik;Aalborg,København SV;851,101;851446;Aalborg Universitet;2450;København SV;Københavns Kommune;101;Aalborg Universitet - København SV;151413;5,5;123,83;27,67;E2015/F2016;91,67;0;8,33;0;E2015/F2016;94,39;5,61;0;E2015/F2016;;;;;Ingen data;;Ingen data;;3;2 år og 9 måneder;682;2013-2015;13;2013-2015;924;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;4;39;2016/2017;3,9;39;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;4,17;35;2016/2017;3,74;39;2016/2017;;;Ingen data;;;Ingen data;3,72;39;2016/2017;4,03;39;2016/2017;49;28;3;32;12;25;35;2016/2017;3,82;39;2016/2017;;;;;Ingen data;4,28;39;2016/2017;4,1;39;2016/2017;3,76;38;2016/2017;3,77;39;2016/2017;4,16;38;2016/2017;Projektarbejde;Gruppearbejde;Selvstudie;Forelæsninger;Klasseundervisning;31;2016/2017
Landinspektørvidenskab;bach_tek;udb2-civlandinspektoer;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/oevrigetekniskvidenskab/landinspektoervidenskab;82710;Landinspektør,bach.;Landinspektørvidenskab;Universitetsuddannelser;Bacheloruddannelse;;Aalborg,København SV;851,101;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;147,33;0;30,33;E2015/F2016;88,89;0;11,11;0;E2015/F2016;90,51;9,49;0;E2015/F2016;;;;;Ingen data;;Ingen data;;3;2 år og 9 måneder;58;2013-2015;20;2013-2015;138;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;4,55;31;2016/2017;4,45;31;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;4;29;2016/2017;3,71;31;2016/2017;;;Ingen data;;;Ingen data;3,97;31;2016/2017;3,94;31;2016/2017;32;48;2;33;5;28;29;2016/2017;3,55;31;2016/2017;;;;;Ingen data;4,39;31;2016/2017;4,39;31;2016/2017;3,74;31;2016/2017;3,87;31;2016/2017;4,2;30;2016/2017;Projektarbejde;Forelæsninger;Selvstudie;Gruppearbejde;Klasseundervisning;27;2016/2017
Landinspektørvidenskab;bach_tek;udb2-civlandinspektoer;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/oevrigetekniskvidenskab/landinspektoervidenskab;82710;Landinspektør,bach.;Landinspektørvidenskab;Universitetsuddannelser;Bacheloruddannelse;;Aalborg,København SV;851,101;851446;Aalborg Universitet;2450;København SV;Københavns Kommune;101;Aalborg Universitet - København SV;151413;147,33;0;30,33;E2015/F2016;88,89;0;11,11;0;E2015/F2016;89,87;10,13;0;E2015/F2016;;;;;Ingen data;;Ingen data;;3;2 år og 9 måneder;58;2013-2015;20;2013-2015;138;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;3,78;18;2016/2017;4;18;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;4;18;2016/2017;3,59;17;2016/2017;;;Ingen data;;;Ingen data;3,72;18;2016/2017;3,78;18;2016/2017;21;38;1;22;3;25;18;2016/2017;3,65;17;2016/2017;;;;;Ingen data;4,17;18;2016/2017;4,5;18;2016/2017;3,61;18;2016/2017;3,33;18;2016/2017;4,17;18;2016/2017;Projektarbejde;Klasseundervisning;Selvstudie;Forelæsninger;Gruppearbejde;16;2016/2017
Maskin og Produktion;bach_tek;udb2-civprod;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/maskin-og-produktion;79310,30270,32170;Maskin - industri/produktion, ing.bach.;Maskin og produktion;Universitetsuddannelser;Bacheloruddannelse;Teknisk videnskab (civilingeniør) i maskinkonstruktion;Aalborg,Esbjerg;851,561;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;17,33;138,67;30,33;E2015/F2016;91,67;0;8,33;0;E2015/F2016;95,44;3,51;1,05;E2015/F2016;;;;;Ingen data;;Ingen data;;2;2 år og 4 måneder;63;2013-2015;20;2013-2015;206;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;4,14;28;2016/2017;3,89;28;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;4,42;26;2016/2017;4,04;28;2016/2017;;;Ingen data;;;Ingen data;4,11;28;2016/2017;4,43;28;2016/2017;31;32;1;27;4;36;26;2016/2017;4,07;28;2016/2017;;;;;Ingen data;4,39;28;2016/2017;4,54;28;2016/2017;3,81;27;2016/2017;3,93;28;2016/2017;4;28;2016/2017;Projektarbejde;Forelæsninger;Gruppearbejde;Selvstudie;Øvelsestimer;25;2016/2017
Maskin og Produktion;bach_tek;udb2-civprod;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/maskin-og-produktion;79310,30270,32170;Maskin - industri/produktion, ing.bach.;Maskin og produktion;Universitetsuddannelser;Bacheloruddannelse;Teknisk videnskab (civilingeniør) i maskinkonstruktion;Aalborg,Esbjerg;851,561;851446;Aalborg Universitet;6700;Esbjerg;Esbjerg Kommune;561;Aalborg Universitet - Esbjerg;561408;130;26;30,33;E2015/F2016;91,67;0;8,33;0;E2015/F2016;95,71;4,29;0;E2015/F2016;;;;;Ingen data;;Ingen data;;2;2 år og 4 måneder;63;2013-2015;20;2013-2015;206;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;Ingen data
Matematik;bach_nat;udb2-natvidmatematik;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/naturvidenskabeligebacheloruddannelser/matematikfysikkemiogdatalogi/matematik;81380,8116;Matematik,bach.;Matematik;Universitetsuddannelser;Bacheloruddannelse;Mathematics,Mathematics;Aalborg,København K,Roskilde,Odense M,Aarhus C,København K;851,101,265,461,751,101;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;95,33;69,33;28,5;E2015/F2016;91,67;0;8,33;0;E2015/F2016;95,6;4,4;0;E2015/F2016;;;;;Ingen data;;Ingen data;;3;2 år og 11 måneder;42;2013-2015;23;2013-2015;105;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;4,04;25;2016/2017;3,76;25;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;4,5;24;2016/2017;4,16;25;2016/2017;;;Ingen data;;;Ingen data;3,92;25;2016/2017;4,24;25;2016/2017;29;33;0;25;3;34;24;2016/2017;3,88;25;2016/2017;;;;;Ingen data;4,2;25;2016/2017;4,64;25;2016/2017;3,54;24;2016/2017;3,72;25;2016/2017;4,2;25;2016/2017;Projektarbejde;Forelæsninger;Gruppearbejde;Selvstudie;Øvelsestimer;22;2016/2017
Matematik-teknologi;bach_tek;udb2-civmatematikteknologi;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/matematik-teknologi;79000;Teknisk videnskab (matematik-teknologi),ing.bach.;Matematik-teknologi;Universitetsuddannelser;Bacheloruddannelse;;Aalborg;851;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;104;52;30,33;E2015/F2016;91,67;0;8,33;0;E2015/F2016;91,94;8,06;0;E2015/F2016;;;;;Ingen data;;Ingen data;;;;;Ingen data;25;2013-2015;40;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;4,47;15;2016/2017;4,33;15;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;4,27;15;2016/2017;3,93;15;2016/2017;;;Ingen data;;;Ingen data;4,27;15;2016/2017;4,47;15;2016/2017;15;38;2;18;4;36;15;2016/2017;4;15;2016/2017;;;;;Ingen data;4,07;15;2016/2017;4,33;15;2016/2017;4;15;2016/2017;3,8;15;2016/2017;4,4;15;2016/2017;Projektarbejde;Gruppearbejde;Forelæsninger;Selvstudie;Faglig vejledning fra din underviser;11;2016/2017
Matematik-økonomi;bach_nat;udb2-natvidmatematikoeko;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/naturvidenskabeligebacheloruddannelser/matematikfysikkemiogdatalogi/matematik-oekonomi;81330;Matematik og økonomi,bach.;Matematik-økonomi;Universitetsuddannelser;Bacheloruddannelse;;Aalborg,København K,Odense M,Aarhus C,København K;851,101,461,751,101;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;78;78;30,33;E2015/F2016;91,67;0;8,33;0;E2015/F2016;95,44;4,56;0;E2015/F2016;;;;;Ingen data;;Ingen data;;3;3 år og 0 måneder;26;2013-2015;27;2013-2015;66;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;Ingen data
Medialogy;bach_nat;udb2-natvidmedialogi;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/naturvidenskabeligebacheloruddannelser/matematikfysikkemiogdatalogi/medialogy;60500;Medialogi,bach.;Medialogy;Universitetsuddannelser;Bacheloruddannelse;Medialogi;Aalborg,København SV;851,101;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;0;147,33;30,33;E2015/F2016;88,89;0;11,11;0;E2015/F2016;96,33;0;3,67;E2015/F2016;;;;;Ingen data;;Ingen data;;3;3 år og 0 måneder;306;2013-2015;25;2013-2015;1054;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;4,1;68;2016/2017;3,63;68;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;3,77;60;2016/2017;3,29;63;2016/2017;;;Ingen data;;;Ingen data;3,59;68;2016/2017;3,84;68;2016/2017;77;31;1;33;3;27;60;2016/2017;3,74;65;2016/2017;;;;;Ingen data;3,97;65;2016/2017;4,31;65;2016/2017;3,55;64;2016/2017;3,57;65;2016/2017;3,89;64;2016/2017;Projektarbejde;Forelæsninger;Gruppearbejde;Selvstudie;Faglig vejledning fra din underviser;61;2016/2017
Medialogy;bach_nat;udb2-natvidmedialogi;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/naturvidenskabeligebacheloruddannelser/matematikfysikkemiogdatalogi/medialogy;60500;Medialogi,bach.;Medialogy;Universitetsuddannelser;Bacheloruddannelse;Medialogi;Aalborg,København SV;851,101;851446;Aalborg Universitet;2450;København SV;Københavns Kommune;101;Aalborg Universitet - København SV;151413;0;147,33;30,33;E2015/F2016;88,89;0;11,11;0;E2015/F2016;100;0;0;E2015/F2016;;;;;Ingen data;;Ingen data;;3;3 år og 0 måneder;306;2013-2015;25;2013-2015;1054;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;3,6;55;2016/2017;3,41;54;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;3,22;51;2016/2017;3,06;53;2016/2017;;;Ingen data;;;Ingen data;3,04;55;2016/2017;3,3;54;2016/2017;74;25;1;34;5;31;52;2016/2017;3,31;52;2016/2017;;;;;Ingen data;3,48;54;2016/2017;3,94;53;2016/2017;2,94;52;2016/2017;2,74;54;2016/2017;3,25;52;2016/2017;Projektarbejde;Gruppearbejde;Selvstudie;Forelæsninger;Klasseundervisning;50;2016/2017
Medicin (lægeuddannelsen);bach_sundteol;udb2-sundmedicin;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/sundhedsvidenskabeligebacheloruddannelser/medicin;71720;Medicin,bach.;Medicin;Universitetsuddannelser;Bacheloruddannelse;Lægeuddannelsen,Lægevidenskab;Aalborg,København K,Odense M,Aarhus C,København K;851,101,461,751,101;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;38,33;80,17;49,33;E2015/F2016;91,43;0;8,57;0;E2015/F2016;89,34;4,65;6,01;E2015/F2016;;;;;Ingen data;;Ingen data;;3;2 år og 7 måneder;151;2013-2015;6;2013-2015;188;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;4,18;91;2016/2017;3,96;91;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;4,27;85;2016/2017;3,91;91;2016/2017;;;Ingen data;;;Ingen data;4,12;91;2016/2017;4,2;91;2016/2017;108;40;3;35;5;21;85;2016/2017;3,83;89;2016/2017;;;;;Ingen data;3,91;91;2016/2017;4,34;91;2016/2017;3,14;84;2016/2017;3,43;91;2016/2017;3,45;89;2016/2017;Selvstudie;Gruppearbejde;Forelæsninger;Projektarbejde;Øvelsestimer;82;2016/2017
Medicin med industriel specialisering;bach_nat;udb2-natvidindustrielmedicin;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/naturvidenskabeligebacheloruddannelser/matematikfysikkemiogdatalogi/medicin-med-industriel-specialisering;79200;Medicin med industriel speciale,bach.;Medicin med industriel specialisering;Universitetsuddannelser;Bacheloruddannelse;;Aalborg;851;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;34;91,5;44;E2015/F2016;91,67;0;8,33;0;E2015/F2016;90,19;3,85;5,96;E2015/F2016;;;;;Ingen data;;Ingen data;;3;3 år og 1 måneder;132;2013-2015;24;2013-2015;389;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;3,85;67;2016/2017;3,8;66;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;4,14;63;2016/2017;3,83;66;2016/2017;;;Ingen data;;;Ingen data;3,91;67;2016/2017;4,04;67;2016/2017;84;26;2;34;9;21;64;2016/2017;3,86;66;2016/2017;;;;;Ingen data;3,8;66;2016/2017;4,3;66;2016/2017;3,06;62;2016/2017;3,23;65;2016/2017;3,43;63;2016/2017;Selvstudie;Gruppearbejde;Forelæsninger;Projektarbejde;Øvelsestimer;55;2016/2017
Miljøvidenskab;bach_tek;udb2-civmiljoeteknologi;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/miljoevidenskab;79340;Miljøteknologi,ing.bach.;Miljøvidenskab;Universitetsuddannelser;Bacheloruddannelse;;Aalborg;851;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;;;;Ingen data;;;;;Ingen data;;;;Ingen data;;;;;Ingen data;;Ingen data;;;;;Ingen data;;Ingen data;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;Ingen data
Musikterapi;bach_hum;udb2-hummusikterapi;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/musikterapi;60300;Musikterapi,bach.;Musikterapi;Universitetsuddannelser;Bacheloruddannelse;;Aalborg;851;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;129;0;19,67;E2015/F2016;100;0;0;0;E2015/F2016;59,75;40,25;0;E2015/F2016;;;;;Ingen data;;Ingen data;;3;2 år og 10 måneder;15;2013-2015;7;2013-2015;27;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;4,43;14;2016/2017;4,21;14;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;4,57;14;2016/2017;4,29;14;2016/2017;;;Ingen data;;;Ingen data;4,36;14;2016/2017;4,57;14;2016/2017;16;48;2;26;6;21;14;2016/2017;4,5;14;2016/2017;;;;;Ingen data;4,86;14;2016/2017;4,64;14;2016/2017;4,29;14;2016/2017;4,71;14;2016/2017;4,71;14;2016/2017;Klasseundervisning;Projektarbejde;Selvstudie;Øvelsestimer;Forelæsninger;12;2016/2017
Musik;kunstneriske;udb2-hummusik;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/musikvidenskab;65860;Musik/Musikvidenskab,bach.;Musikvidenskab;Kunstneriske uddannelser;Bacheloruddannelse;Musik,Musik;Aalborg,København K,Aarhus C,København K;851,101,751,101;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;97,33;0;4,67;E2015/F2016;80,56;0;19,44;0;E2015/F2016;65,41;27,5;7,09;E2015/F2016;;;;;Ingen data;;Ingen data;;3;3 år og 2 måneder;34;2013-2015;4;2013-2015;72;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;Ingen data
Nanoteknologi;bach_tek;udb2-civnanotek;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/nanoteknologi;79380;Nanoteknologi,ing.bach.;Nanoteknologi;Universitetsuddannelser;Bacheloruddannelse;;Aalborg;851;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;;;;Ingen data;;;;;Ingen data;;;;Ingen data;;;;;Ingen data;;Ingen data;;3;2 år og 11 måneder;14;2013-2015;;Ingen data;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;Ingen data
