aau_name;kilde;artikel_id;url;UDD5;UDD5tx;Titel;Educational_Category;displaydocclass;kaldenavn;instpostdistriktconcat;instbelkomconcat;hovedinst;hovedinsttx;instpostnr;instpostdistrikt;instkommunetx;instkommune;insttx;inst;timetal_WithFewStudents;timetal_WithManyStudents;timetal_PerStudent;timetal_statusaar;uddaktivitet_undervisning_pct;uddaktivitet_praktik_pct;uddaktivitet_opgaver_pct;uddaktivitet_udlandsophold_pct;uddaktivitet_statusaar;forskerdaekning_VipLessons_pct;forskerdaekning_DVipLessons_pct;forskerdaekning_OtherLessons_pct;forskerdaekning_statusaar;maanedloenp25_nyudd;maanedloen_nyudd;maanedloenp75_nyudd;maanedloen_nyudd_n;maanedloen_nyudd_statusaar;ledighed_nyudd;ledighed_nyudd_statusaar;ledighed_nyudd_n;studietid;studietidtx;studietid_n;studietid_statusaar;afbrud;afbrud_statusaar;afbrud_n;branchetxt1;branchetxt2;branchetxt3;branchetxt4;branchepct1;branchepct2;branchepct3;branchepct4;offt_privat;branche_statusaar;branche_n;maanedloenp25_10aar;maanedloen_10aar;maanedloenp75_10aar;maanedloen_10aar_n;maanedloen_10aar_statusaar;ledighed_10aar;ledighed_10aar_statusaar;ledighed_10aar_n;ivaerksaetteri;ivaerksaetteri_statusaar;ivaerksaetteri_n;arbejdsform_andet_pct;arbejdsform_andet_pct2;arbejdsform_faste_aften_nat_pct;arbejdsform_fastedagtimer_pct;arbejdsform_fleksible_pct;arbejdsform_skiftende_pct;arbejdsform_tilretteselv_pct;arbejdsform_n;arbejdsform_statusaar;arbejdstid_timer;arbejdstid_n;arbejdstid_statusaar;dimbesvarelser_antal;dimbesvarelser_pct;fagligmiljo_likert;fagligmiljo_n;fagligmiljo_statusaar;fagligtmotivation_likert;fagligtmotivation_n;fagligtmotivation_statusaar;foerstejob1pct;foerstejob2pct;foerstejob3pct;foerstejob4pct;foerstejob1tx;foerstejob2tx;foerstejob3tx;foerstejob4tx;foerstejob_n;foerstejob_statusaar;jobskabende_p1;jobskabende_p2;jobskabende_p3;jobskabende_p4;jobskabende_p5;jobskabende_n;jobskabende_statusaar;kompetencerudd_p1;kompetencerudd_p2;kompetencerudd_p3;kompetencerudd_p4;kompetencerudd_p5;kompetencerudd_n;kompetencerudd_statusaar;kvalitet_likert;kvalitet_n;kvalitet_statusaar;medstuderende_likert;medstuderende_n;medstuderende_statusaar;relevans_overens_udd_job_likert;relevans_overens_udd_job_n;rel_over_udd_job_statusaar;ruster_til_job_likert;ruster_til_job_n;ruster_til_job_statusaar;socialtmiljo_likert;socialtmiljo_n;socialtmiljo_statusaar;socialtmotivation_likert;socialtmotivation_n;socialtmotivation_statusaar;studbesvarelser_antal;studbesvarelser_pct;tidsforbrug_frivilligtxt;tidsforbrug_selvstudiumtxt;tidsforbrug_studiejobtxt;tidsforbrug_undervisningtxt;tidsforbrug_n;tidsforbrug_statusaar;udbytte_undervisning_likert;udbytte_undervisning_n;udb_undervisning_statusaar;udlandet_dk25_pct;udlandet_dk_pct;udlandet_udlandet_pct;udlandet_n;udlandet_statusaar;undervisere_engagerede_likert;undervisere_engagerede_n;und_engagerede_statusaar;undervisere_faglighed_likert;undervisere_faglighed_n;und_faglighed_statusaar;undervisere_feedback_likert;undervisere_feedback_n;und_feedback_statusaar;undervisere_formidling_likert;undervisere_formidling_n;und_formidling_statusaar;undervisere_kontakt_likert;undervisere_kontakt_n;und_kontakt_statusaar;undervisningsform_p1;undervisningsform_p2;undervisningsform_p3;undervisningsform_p4;undervisningsform_p5;undervisningsform_n;undervisningsform_statusaar
Art and Technology;bach_hum;udb2-humoplevelsesteknologi;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/oplevelsesteknologi;66810;Oplevelsesteknologi,bach;Oplevelsesteknologi;Universitetsuddannelser;Bacheloruddannelse;Art and Technology;Aalborg;851;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;73,33;0;31,67;E2015/F2016;88,89;0;11,11;0;E2015/F2016;98,32;1,68;0;E2015/F2016;;;;;Ingen data;;Ingen data;;3;2 år og 10 måneder;73;2013-2015;27;2013-2015;121;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;4;27;2016/2017;3,81;27;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;3,84;25;2016/2017;3,42;26;2016/2017;;;Ingen data;;;Ingen data;3,7;27;2016/2017;4;27;2016/2017;32;38;5;35;3;25;25;2016/2017;4,04;26;2016/2017;;;;;Ingen data;4,04;26;2016/2017;4,23;26;2016/2017;3,46;26;2016/2017;3,85;26;2016/2017;3,46;26;2016/2017;Projektarbejde;Gruppearbejde;Selvstudie;Forelæsninger;Klasseundervisning;26;2016/2017
Organisatorisk læring;bach_samf;udb2-samforglaering;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/samfundsvidenskabeligebacheloruddannelser/oevrigesamfundsvidenskab/organisatorisk-laering;57690;Organisatorisk læring, bach.;Organisatorisk læring;Universitetsuddannelser;Bacheloruddannelse;;Aalborg;851;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;78,25;11;10,75;E2015/F2016;100;0;0;0;E2015/F2016;99;1;0;E2015/F2016;;;;;Ingen data;;Ingen data;;;;;Ingen data;24;2013-2015;29;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;3,7;27;2016/2017;3,48;27;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;3,64;25;2016/2017;3,3;27;2016/2017;;;Ingen data;;;Ingen data;3,93;27;2016/2017;3,85;27;2016/2017;32;41;2;28;7;18;25;2016/2017;3,65;26;2016/2017;;;;;Ingen data;4,15;27;2016/2017;4,19;27;2016/2017;3,3;27;2016/2017;3,41;27;2016/2017;4,04;26;2016/2017;Projektarbejde;Gruppearbejde;Forelæsninger;Selvstudie;Klasseundervisning;22;2016/2017
Politik & Administration;bach_samf;udb2-samfpolitikogadm;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/samfundsvidenskabeligebacheloruddannelser/forvaltningmv/politik-og-administration;71090,7103;"Politik og administration, bach; Statskundskab, bach";Politik og administration;Universitetsuddannelser;Bacheloruddannelse;;Aalborg,Roskilde;851,265;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;4,67;95,17;7,83;E2015/F2016;91,89;0;8,11;0;E2015/F2016;83,04;14,01;2,95;E2015/F2016;;;;;Ingen data;;Ingen data;;2;2 år og 5 måneder;195;2013-2015;19;2013-2015;373;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;3,65;75;2016/2017;3,67;76;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;3,89;66;2016/2017;3,49;75;2016/2017;;;Ingen data;;;Ingen data;3,97;77;2016/2017;3,88;77;2016/2017;94;33;4;29;6;24;65;2016/2017;3,76;75;2016/2017;;;;;Ingen data;4,14;76;2016/2017;4,37;76;2016/2017;2,68;74;2016/2017;3,59;76;2016/2017;3,72;75;2016/2017;Projektarbejde;Forelæsninger;Selvstudie;Gruppearbejde;Øvelsestimer;63;2016/2017
Produkt- og designpsykologi;bach_tek;udb2-natvidproduktdesign;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/produkt-og-designpsykologi;80750,3121;Produkt- og designpsykologi,bach.;Produkt- og designpsykologi;Universitetsuddannelser;Bacheloruddannelse;;Aalborg;851;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;60,67;78;31,5;E2015/F2016;88,89;0;11,11;0;E2015/F2016;85,06;11,49;3,45;E2015/F2016;;;;;Ingen data;;Ingen data;;3;2 år og 10 måneder;34;2013-2015;21;2013-2015;72;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;4,44;27;2016/2017;4,41;27;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;3,87;23;2016/2017;3,59;27;2016/2017;;;Ingen data;;;Ingen data;3,93;27;2016/2017;3,93;27;2016/2017;30;51;0;20;3;34;24;2016/2017;3,96;27;2016/2017;;;;;Ingen data;4,04;27;2016/2017;4,44;27;2016/2017;3,96;27;2016/2017;3,67;27;2016/2017;3,88;26;2016/2017;Projektarbejde;Forelæsninger;Gruppearbejde;Selvstudie;Faglig vejledning fra din underviser;24;2016/2017
Manufacturing and Operations Engineering;bach_tek;udb2-civproduktionsudvikling;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/produktionsudvikling;79050;Produktionsudvikling, ing.bach.;Produktionsudvikling;Universitetsuddannelser;Bacheloruddannelse;;København SV;101;851446;Aalborg Universitet;2450;København SV;Københavns Kommune;101;Aalborg Universitet - København SV;151413;117;39;37;E2015/F2016;100;0;0;0;E2015/F2016;81,99;18,01;0;E2015/F2016;;;;;Ingen data;;Ingen data;;;;;Ingen data;9;2013-2015;23;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;4,03;32;2016/2017;3,74;31;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;4;29;2016/2017;3,53;32;2016/2017;;;Ingen data;;;Ingen data;3,66;32;2016/2017;3,88;32;2016/2017;35;40;4;21;8;30;29;2016/2017;3,91;32;2016/2017;;;;;Ingen data;3,69;32;2016/2017;3,94;32;2016/2017;3,26;31;2016/2017;3,13;32;2016/2017;3,59;32;2016/2017;Gruppearbejde;Projektarbejde;Forelæsninger;Klasseundervisning;Selvstudie;28;2016/2017
Psykologi;bach_samf;udb2-samfpsykologi;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/samfundsvidenskabeligebacheloruddannelser/oevrigesamfundsvidenskab/psykologi;71530;Psykologi,bach.;Psykologi;Universitetsuddannelser;Bacheloruddannelse;Psykolog;Aalborg,København K,Odense M,Roskilde,Aarhus C,København K,Aarhus C;851,101,461,265,751,101,751;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;25,67;65,83;10,17;E2015/F2016;88,89;0;11,11;0;E2015/F2016;84,14;15,86;0;E2015/F2016;;;;;Ingen data;;Ingen data;;3;2 år og 10 måneder;358;2013-2015;8;2013-2015;436;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;4,05;131;2016/2017;3,78;129;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;4,24;111;2016/2017;4,06;126;2016/2017;;;Ingen data;;;Ingen data;4,02;130;2016/2017;4,15;131;2016/2017;145;36;2;30;5;16;111;2016/2017;3,94;127;2016/2017;;;;;Ingen data;4,31;127;2016/2017;4,48;127;2016/2017;3,31;121;2016/2017;3,65;127;2016/2017;3,79;112;2016/2017;Selvstudie;Forelæsninger;Projektarbejde;Klasseundervisning;Gruppearbejde;111;2016/2017
Robotics;bach_tek;udb2-civrobotteknologi;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/robotics;79100;Robotteknologi,ing.bach.;Robotics;Universitetsuddannelser;Bacheloruddannelse;;Aalborg;851;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;41,6;114,4;29,6;E2015/F2016;90;0;10;0;E2015/F2016;100;0;0;E2015/F2016;;;;;Ingen data;;Ingen data;;;;;Ingen data;22;2013-2015;32;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;3,96;48;2016/2017;3,5;48;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;3,8;46;2016/2017;3,33;49;2016/2017;;;Ingen data;;;Ingen data;3,64;47;2016/2017;3,83;48;2016/2017;64;44;2;35;6;28;46;2016/2017;3,78;49;2016/2017;;;;;Ingen data;3,8;49;2016/2017;4,22;49;2016/2017;3,57;49;2016/2017;3,1;49;2016/2017;3,91;47;2016/2017;Projektarbejde;Gruppearbejde;Forelæsninger;Selvstudie;Øvelsestimer;43;2016/2017
Samfundsfag;bach_samf;udb2-samfsamfundsfag;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/samfundsvidenskabeligebacheloruddannelser/forvaltningmv/samfundsfag;71080,7104;Samfundsfag,bach.;Samfundsfag;Universitetsuddannelser;Bacheloruddannelse;;Aalborg,København K,Odense M,Aarhus C,København K,Aarhus C;851,101,461,751,101,751;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;34;42,17;8,83;E2015/F2016;91,67;0;8,33;0;E2015/F2016;91,2;4,97;3,82;E2015/F2016;;;;;Ingen data;;Ingen data;;3;2 år og 11 måneder;83;2013-2015;14;2013-2015;111;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;Ingen data
Socialrådgiver;PB;udb2-socialraadgiver;www.ug.dk/uddannelser/professionsbacheloruddannelser/samfundsfagligeogoekonomiskeuddannelser/socialraadgiver;51270;;Socialrådgiver;Professionsbacheloruddannelser;Professionsbacheloruddannelse;;Frederiksberg,Nykøbing F,Aalborg,Roskilde,Risskov,Hillerød,Esbjerg Ø,Aabenraa,Aarhus C,Vejle,Odense M,Slagelse,Holstebro;147,376,851,265,751,219,561,580,751,630,461,330,661;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;21,57;149,57;8,29;E2015/F2016;71,93;21,05;7,02;0;E2015/F2016;;;;E2015/F2016;26.900;28.100;30.300;199;2013-2015;4;2013-2016;176;4;3 år og 6 måneder;290;2013-2015;17;2013-2015;768;Offentlig administration forsvar og politi;Sundhed og socialvæsen;Rejsebureauer rengøring og anden operationel service;Øvrige brancher;37;32;21;10;13;2012-2014;4602;29.800;31.400;34.300;122;2013-2015;2;2013-2016;63;2;2011-2013;196;;;;;;;;;Ingen data;;;Ingen data;;;3,49;119;2016/2017;3,57;120;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;3,78;100;2016/2017;3,33;116;2016/2017;;;Ingen data;;;Ingen data;3,78;119;2016/2017;3,87;119;2016/2017;150;21;2;31;10;30;101;2016/2017;3,58;116;2016/2017;;;;;Ingen data;3,89;117;2016/2017;4,22;116;2016/2017;3,42;115;2016/2017;3,48;117;2016/2017;3,71;112;2016/2017;Forelæsninger;Selvstudie;Projektarbejde;Gruppearbejde;Klasseundervisning;91;2016/2017
Sociologi;bach_samf;udb2-samfsociologi;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/samfundsvidenskabeligebacheloruddannelser/forvaltningmv/sociologi;71310;Sociologi,bach.;Sociologi;Universitetsuddannelser;Bacheloruddannelse;;Aalborg,København K,København K;851,101,101;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;0;133,83;7,33;E2015/F2016;88,89;0;11,11;0;E2015/F2016;75,2;22,48;2,32;E2015/F2016;;;;;Ingen data;;Ingen data;;3;2 år og 10 måneder;336;2013-2015;16;2013-2015;546;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;3,92;130;2016/2017;3,71;130;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;3,98;115;2016/2017;3,52;128;2016/2017;;;Ingen data;;;Ingen data;3,89;131;2016/2017;4,05;128;2016/2017;153;35;3;33;7;27;115;2016/2017;3,83;128;2016/2017;;;;;Ingen data;4,19;129;2016/2017;4,39;128;2016/2017;3,11;122;2016/2017;3,71;129;2016/2017;3,83;120;2016/2017;Projektarbejde;Forelæsninger;Selvstudie;Øvelsestimer;Gruppearbejde;113;2016/2017
Software;bach_tek;udb2-civsoftware;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/software;79300,3105;Ingeniør una,bach.;Software;Universitetsuddannelser;Bacheloruddannelse;;Aalborg;851;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;0;156;30,33;E2015/F2016;91,67;0;8,33;0;E2015/F2016;;;;E2015/F2016;;;;;Ingen data;;Ingen data;;3;2 år og 9 måneder;688;2013-2015;33;2013-2015;551;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;3,86;74;2016/2017;3,35;74;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;4,21;68;2016/2017;3,37;73;2016/2017;;;Ingen data;;;Ingen data;3,74;73;2016/2017;4,01;74;2016/2017;91;28;2;28;3;29;68;2016/2017;3,84;73;2016/2017;;;;;Ingen data;4,16;73;2016/2017;4,48;73;2016/2017;3,67;72;2016/2017;3,7;73;2016/2017;3,79;67;2016/2017;Projektarbejde;Gruppearbejde;Forelæsninger;Selvstudie;Øvelsestimer;66;2016/2017
Spansk, Sprog og Internationale studier;bach_hum;udb2-humspansksis;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/spansk-sprog-og-internationale-studier-sis;66320,30390,30410,66520;Spansk og spanskamerikanske studier, bach.;Spansk sprog og internationale studier (SIS);Universitetsuddannelser;Bacheloruddannelse;;Aalborg;851;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;36,5;39;17,33;E2015/F2016;92,11;0;7,89;0;E2015/F2016;83,42;14,49;2,09;E2015/F2016;;;;;Ingen data;;Ingen data;;3;3 år og 1 måneder;34;2013-2015;31;2013-2015;86;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;4;16;2016/2017;3,69;16;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;3,54;13;2016/2017;3,44;16;2016/2017;;;Ingen data;;;Ingen data;3,73;15;2016/2017;3,69;16;2016/2017;17;35;2;22;6;20;13;2016/2017;3,69;16;2016/2017;;;;;Ingen data;4,31;16;2016/2017;4,5;16;2016/2017;3,75;16;2016/2017;3,63;16;2016/2017;3,38;16;2016/2017;Selvstudie;Projektarbejde;Klasseundervisning;Gruppearbejde;Faglig vejledning fra din underviser;13;2016/2017
Sundhedsteknologi;bach_tek;udb2-civsundhedsteknologi;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/sundhedsteknologi;80420,793;Sundhedsteknologi,ing.bach.;Sundhedsteknologi;Universitetsuddannelser;Bacheloruddannelse;;Aalborg;851;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;93,17;98,17;29,33;E2015/F2016;91,67;0;8,33;0;E2015/F2016;96,96;2,9;0,15;E2015/F2016;;;;;Ingen data;;Ingen data;;3;2 år og 9 måneder;666;2013-2015;42;2013-2015;409;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;4,11;38;2016/2017;4,08;38;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;4,31;35;2016/2017;3,97;38;2016/2017;;;Ingen data;;;Ingen data;4,16;38;2016/2017;4,24;38;2016/2017;42;32;0;23;4;33;35;2016/2017;4,08;38;2016/2017;;;;;Ingen data;4,21;38;2016/2017;4,58;38;2016/2017;3,79;38;2016/2017;3,68;38;2016/2017;3,95;37;2016/2017;Projektarbejde;Gruppearbejde;Forelæsninger;Selvstudie;Faglig vejledning fra din underviser;32;2016/2017
Sustainable biotechnology;bach_tek;udb2-civbaeredygtigbiot;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/sustainable-biotechnology;79240;Bæredygtig bioteknologi,ing.bach.;Sustainable Biotechnology;Universitetsuddannelser;Bacheloruddannelse;Bæredygtig bioteknologi,Bæredygtig bioteknologi;København SV;101;851446;Aalborg Universitet;2450;København SV;Københavns Kommune;101;Aalborg Universitet - København SV;151413;164,67;0;28,17;E2015/F2016;91,67;0;8,33;0;E2015/F2016;88,22;11,78;0;E2015/F2016;;;;;Ingen data;;Ingen data;;;;;Ingen data;16;2013-2015;50;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;3,76;21;2016/2017;3,62;21;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;3,67;21;2016/2017;3,1;21;2016/2017;;;Ingen data;;;Ingen data;3,71;21;2016/2017;3,67;21;2016/2017;27;38;3;27;9;26;21;2016/2017;3,67;21;2016/2017;;;;;Ingen data;3,62;21;2016/2017;3,86;21;2016/2017;3,55;20;2016/2017;3,29;21;2016/2017;3,48;21;2016/2017;Projektarbejde;Forelæsninger;Gruppearbejde;Selvstudie;Øvelsestimer;22;2016/2017
Teknoantropologi;bach_tek;udb2-civteknoantropologi;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/oevrigetekniskvidenskab/teknoantropologi;80520;Teknoantropologi,bach.;Teknoantropologi;Universitetsuddannelser;Bacheloruddannelse;;Aalborg,København SV;851,101;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;147,33;8,67;28,17;E2015/F2016;88,89;0;11,11;0;E2015/F2016;97,71;2,29;0;E2015/F2016;;;;;Ingen data;;Ingen data;;3;2 år og 10 måneder;102;2013-2015;18;2013-2015;359;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;4,08;26;2016/2017;3,77;26;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;3,86;21;2016/2017;3,46;26;2016/2017;;;Ingen data;;;Ingen data;4;26;2016/2017;3,88;26;2016/2017;29;35;1;33;5;31;22;2016/2017;3,77;26;2016/2017;;;;;Ingen data;4,23;26;2016/2017;4,15;26;2016/2017;3,69;26;2016/2017;3,58;26;2016/2017;4,04;26;2016/2017;Projektarbejde;Selvstudie;Forelæsninger;Gruppearbejde;Klasseundervisning;21;2016/2017
Teknoantropologi;bach_tek;udb2-civteknoantropologi;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/oevrigetekniskvidenskab/teknoantropologi;80520;Teknoantropologi,bach.;Teknoantropologi;Universitetsuddannelser;Bacheloruddannelse;;Aalborg,København SV;851,101;851446;Aalborg Universitet;2450;København SV;Københavns Kommune;101;Aalborg Universitet - København SV;151413;34,67;121,33;28,17;E2015/F2016;88,89;0;11,11;0;E2015/F2016;93,22;6,78;0;E2015/F2016;;;;;Ingen data;;Ingen data;;3;2 år og 10 måneder;102;2013-2015;18;2013-2015;359;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;Ingen data
Tysk;bach_hum;udb2-humtysk;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/sprog/tysk;66420;Tysk,bach.;Tysk;Universitetsuddannelser;Bacheloruddannelse;;Aalborg,København K,Odense M,Aarhus C,København K;851,101,461,751,101;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;81,2;0;15,6;E2015/F2016;90;0;10;0;E2015/F2016;75,15;24,85;0;E2015/F2016;;;;;Ingen data;;Ingen data;;3;2 år og 8 måneder;13;2013-2015;37;2013-2015;43;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;Ingen data
Økonomi;bach_samf;udb2-samfoekonomi;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/samfundsvidenskabeligebacheloruddannelser/erhvervsoekonomi/oekonomi;70620;Økonomi,bach.;Økonomi;Universitetsuddannelser;Bacheloruddannelse;Advanced Economics and Finance,Samfundsøkonomi,Samfundsøkonomi;Aalborg,København K,Odense M,Aarhus C,København K,Aarhus C;851,101,461,751,101,751;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;68;46;6,17;E2015/F2016;80,56;8,33;11,11;0;E2015/F2016;80,18;15,49;4,33;E2015/F2016;;;;;Ingen data;;Ingen data;;3;2 år og 10 måneder;71;2013-2015;15;2013-2015;114;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;3,67;30;2016/2017;3,28;29;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;4,08;24;2016/2017;3,48;29;2016/2017;;;Ingen data;;;Ingen data;3,9;30;2016/2017;3,97;30;2016/2017;38;32;2;27;5;21;24;2016/2017;3,7;30;2016/2017;;;;;Ingen data;4,33;30;2016/2017;4,5;30;2016/2017;3,27;30;2016/2017;3,87;30;2016/2017;3,93;29;2016/2017;Projektarbejde;Forelæsninger;Selvstudie;Gruppearbejde;Faglig vejledning fra din underviser;24;2016/2017
